-0.0753491,0.61866,0.192947,0.689973,-0.00706787,0.723779,-0.00558603
-0.0748836,0.618515,0.200983,0.720981,0.00221033,0.692922,0.00637953
-0.0744849,0.618619,0.209677,0.721601,0.0163639,0.691734,0.0229901
-0.0742423,0.619033,0.217103,0.717341,-0.00414989,0.696707,-0.00192162
-0.0740608,0.618972,0.224146,0.709495,-0.0247558,0.703754,-0.0270975
-0.0740253,0.618502,0.230544,0.706588,-0.00861797,0.707457,-0.0127974
-0.0744639,0.618145,0.242232,0.705883,-0.0132829,0.708023,-0.0159998
-0.0745586,0.617724,0.252396,0.70803,0.0153047,0.705956,0.00919918
-0.0744793,0.61802,0.26093,0.708132,-0.0146114,0.705734,-0.0165992
-0.0743915,0.617837,0.26508,0.709025,-0.0233785,0.704487,-0.0208734
-0.0745364,0.617327,0.27323,0.709195,0.034026,0.702778,0.0445993
-0.074691,0.618089,0.280029,0.713754,0.00113893,0.700376,0.00527583
-0.0742009,0.618155,0.287607,0.717045,0.00770933,0.696799,0.016046
-0.0738609,0.618329,0.29287,0.72068,-0.0140143,0.693119,-0.00297564
-0.0729163,0.618004,0.305949,0.724116,-0.0139992,0.689521,-0.00251131
-0.0729163,0.618004,0.315949,0.724116,-0.0139992,0.689521,-0.00251131
-0.0729163,0.618004,0.325949,0.724116,-0.0139992,0.689521,-0.00251131
-0.0729163,0.618004,0.335949,0.724116,-0.0139992,0.689521,-0.00251131

-0.059077,0.617647,0.333544,0.998941,0.00411142,-0.0411165,-0.0202121
-0.0543462,0.617675,0.333622,0.999219,0.00396698,-0.0338769,-0.0199502
-0.0454028,0.618084,0.333236,0.999388,0.0223642,-0.0187379,-0.0192927
-0.0376551,0.61816,0.333203,0.999883,0.00486058,-0.000244403,-0.0144781
-0.0300316,0.618326,0.333301,0.999892,0.0109446,0.00477255,-0.00858009
-0.0203578,0.618957,0.333763,0.999358,0.0329356,0.00995616,-0.00994962
-0.0142551,0.618906,0.333958,0.999918,-0.00402185,0.00777671,-0.00931635
-0.00889751,0.619055,0.333941,0.999826,0.0138104,0.00807436,-0.00961828
-0.000791792,0.619061,0.334002,0.999967,0.000442078,0.00298501,-0.00748259
0.00378893,0.619062,0.334041,0.999986,0.00014188,0.00102416,-0.00516482
0.0121706,0.619505,0.333934,0.999591,0.0263386,-0.00666942,-0.00896326
0.0190378,0.619994,0.33381,0.999176,0.0354948,-0.0161324,-0.0113159
0.0267204,0.620016,0.333378,0.999749,0.00119781,-0.0214003,-0.00656224
0.0353842,0.620691,0.332863,0.998993,0.0386119,-0.0222552,-0.00511361
0.0439319,0.620886,0.33255,0.999842,0.0113651,-0.0136053,-0.00157423
0.0505043,0.620952,0.332406,0.999951,0.00497582,-0.00826427,-0.00213337
0.0555043,0.620952,0.332406,0.999951,0.00497582,-0.00826427,-0.00213337
0.0615043,0.620952,0.332406,0.999951,0.00497582,-0.00826427,-0.00213337
0.0705043,0.620952,0.332406,0.999951,0.00497582,-0.00826427,-0.00213337
0.0775043,0.620952,0.332406,0.999951,0.00497582,-0.00826427,-0.00213337

0.083781,0.615835,0.313785,0.707648,-0.0229909,-0.706135,0.0088311
0.0838708,0.6154,0.304163,0.715852,-0.015489,-0.697946,0.0137036
0.0843184,0.614998,0.294446,0.721165,0.0213197,-0.69219,-0.0184377
0.0848493,0.6155,0.285567,0.728623,0.0356005,-0.683564,-0.0241023
0.0851535,0.616108,0.278397,0.728992,0.0334412,-0.683459,-0.018339
0.0855304,0.616585,0.271958,0.723547,0.00808628,-0.690189,0.00738022
0.085981,0.616598,0.265471,0.715083,0.019835,-0.698757,0.000997906
0.0860465,0.616742,0.260095,0.708266,0.0100277,-0.705737,0.0139306
0.0859479,0.61671,0.25512,-0.700289,-0.032304,0.713084,0.00796685
0.0857823,0.61705,0.249109,-0.6919,-0.0109978,0.721788,-0.0132827
0.085518,0.617028,0.243938,-0.689161,-0.0245646,0.724183,0.00355013
0.0849775,0.617283,0.237253,-0.691004,-0.01705,0.722641,-0.00355708
0.0847277,0.617466,0.227597,-0.692096,-0.00724721,0.721485,-0.0202306
0.0847247,0.61735,0.220999,-0.692819,-0.0456065,0.719455,0.0175107
0.0845253,0.617745,0.216541,-0.697711,-0.0116813,0.716049,-0.0183548
0.084049,0.617663,0.209608,-0.700395,-0.0198337,0.71334,-0.0140946
0.0837528,0.617692,0.204566,-0.69418,-0.0477628,0.718109,0.0123318
