
-0.129596,0.608254,0.0247864,0.881203,-0.472303,-0.019939,0.0037487
-0.126091,0.602981,0.024636,0.883782,-0.467717,-0.0121823,-0.00467517
-0.122368,0.597507,0.0245841,0.903946,-0.427471,-0.000611673,-0.012261
-0.114662,0.588115,0.0246502,0.935579,-0.35283,0.0137048,-0.00391841
-0.1085,0.582688,0.0251327,0.948386,-0.316679,0.0165315,-0.00231451
-0.101437,0.577373,0.0256193,0.96081,-0.276996,0.0107465,-0.00112796
-0.094058,0.572732,0.0257028,0.97957,-0.201068,0.00273895,0.00269065
-0.0851318,0.568906,0.0256668,0.99055,-0.1369,-0.00724012,0.00411978
-0.0783374,0.566991,0.0255418,0.997396,-0.0711523,-0.0113311,0.00315437
-0.0693821,0.565705,0.0252641,0.999878,0.00237487,-0.0153512,0.00147231
-0.0572109,0.565762,0.024828,0.999091,0.038235,-0.0188258,-0.00015952
-0.0477917,0.566485,0.0243506,0.994982,0.099177,-0.013199,0.000452815
-0.0412398,0.567804,0.0241116,0.995655,0.0929194,-0.0059395,0.00132232
-0.0334114,0.569278,0.0241104,0.991256,0.131923,0.00130701,0.00256136
-0.0284627,0.57062,0.0241716,0.987982,0.154389,0.00555075,0.00489937
-0.0205812,0.573148,0.0244764,0.982494,0.185787,0.0128293,0.0049025
-0.013162,0.576058,0.0246195,0.982722,0.184369,0.0155754,0.00475192
-0.00711629,0.578411,0.0247975,0.982776,0.184175,0.014169,0.00543173
0.000575045,0.581403,0.0251385,0.983212,0.18195,0.0133255,0.00323114
0.00794707,0.584229,0.0252831,0.979305,0.20189,0.0114506,0.0083978
0.0130113,0.586411,0.0254307,0.979816,0.199506,0.0102106,0.00727912
0.0201064,0.589426,0.0255153,0.979918,0.199113,0.00908859,0.00567924
0.0259545,0.591906,0.025653,0.974444,0.224421,0.00830415,0.00496359
0.0318913,0.594797,0.0259,0.983259,0.18217,0.00326074,0.00240951
0.0397326,0.597807,0.0260786,0.978084,0.208206,-0.000701701,0.00124205
0.0463604,0.600763,0.0260735,0.978737,0.205089,-0.00173253,-0.00308668
0.0517646,0.603132,0.025959,0.98241,0.186615,-0.00471175,-0.00476538
0.0584878,0.605781,0.0260579,0.978618,0.205616,-0.00179572,-0.00514051
0.0633221,0.607907,0.0259849,0.984023,0.177858,7.85889e-05,-0.00807711
0.0679387,0.609635,0.0257969,0.987659,0.156215,0.00113696,-0.0112283
0.0744215,0.611738,0.0258338,0.987862,0.15504,0.00150371,-0.00945772
0.0807753,0.613783,0.0258625,0.990825,0.134957,0.000691346,-0.00714632
0.0889735,0.61606,0.0257499,0.994254,0.10673,0.00460254,-0.00687554
0.0973559,0.61788,0.0258218,0.997113,0.0757167,0.00436132,-0.00363337
0.105514,0.619126,0.0259078,0.997834,0.0654692,0.00646348,-0.000434259
0.113322,0.620155,0.0260471,0.998987,0.044129,0.0079794,0.00361089
0.122967,0.62101,0.0262207,0.999595,-0.0278968,0.00425683,0.00360998
0.128383,0.620707,0.0261948,0.999173,-0.0396782,0.00553264,0.00693269
0.137441,0.619987,0.0263219,0.997201,-0.0738033,0.00606357,0.0102958
0.147137,0.618547,0.0264971,0.992586,-0.120628,0.00648764,0.0133808
0.153049,0.617088,0.0265627,0.989937,-0.140378,0.00568199,0.0169324
0.159975,0.61508,0.0265124,0.990098,-0.13937,0.0036386,0.0163937
0.165779,0.613407,0.0263597,0.979769,-0.199554,-0.00337048,0.0148417
0.172037,0.610744,0.0262593,0.980011,-0.198499,-0.00755811,0.0109589
0.179094,0.607765,0.0262902,0.971395,-0.237171,-0.00973823,0.00685824
0.187021,0.60365,0.0262672,0.965414,-0.260522,-0.00888744,0.00501479
0.194329,0.599396,0.0261999,0.967703,-0.251997,-0.006141,0.00331008
0.201449,0.595416,0.0259944,0.963131,-0.269023,0.00132276,0.00195012
0.208124,0.591372,0.025992,0.958684,-0.284361,0.00804457,-0.000109144
0.214438,0.587264,0.0261787,0.948909,-0.315188,0.0150031,-0.00160379
0.218441,0.584273,0.0263728,0.9556,-0.294124,0.0178582,0.00061707
0.223825,0.58061,0.0266756,0.952558,-0.303846,0.0176603,3.44793e-05
0.232059,0.574758,0.0271491,0.945619,-0.324668,0.0198095,-0.00146529
0.238753,0.569546,0.0273276,0.946633,-0.3218,0.0179335,0.00300195
0.244319,0.565268,0.027483,0.94749,-0.31936,0.0150555,0.00677181
0.250655,0.560449,0.0276832,0.936253,-0.350518,0.0214473,0.0103939
0.256092,0.555713,0.0276323,0.936159,-0.350478,0.0239501,0.012903
